Entity,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40
33,8.139772426,8.139772426,10.34883497,9.866849036,10.34883497,10.53298929,10.53298929,9.866849036,9.866849036,10.53298929,10.34883497,8.139772426,8.139772426,8.139772426,10.34883497,10.53298929,8.139772426,9.866849036,9.866849036,9.866849036,8.139772426,8.139772426,8.139772426,10.53298929,10.53298929,10.34883497,10.34883497,10.34883497,10.53298929,10.34883497,10.34883497,9.866849036,10.53298929,9.866849036,9.866849036,10.34883497,9.866849036,10.53298929,10.53298929,8.139772426
34,9.150938865,9.150938865,10.26036149,9.55433803,10.26036149,12.03757402,12.03757402,9.55433803,9.55433803,12.03757402,10.26036149,9.150938865,9.150938865,9.150938865,10.26036149,12.03757402,9.150938865,9.55433803,9.55433803,9.55433803,9.150938865,9.150938865,9.150938865,12.03757402,12.03757402,10.26036149,10.26036149,10.26036149,12.03757402,10.26036149,10.26036149,9.55433803,12.03757402,9.55433803,9.55433803,10.26036149,9.55433803,12.03757402,12.03757402,9.150938865
35,8.958311141,8.958311141,4.883190838,9.779513438,11.51239543,10.47613328,5.022761494,5.042364505,9.779513438,10.47613328,11.51239543,8.958311141,4.848034601,4.940582236,11.51239543,10.47613328,8.958311141,9.779513438,9.779513438,9.779513438,8.958311141,8.958311141,8.958311141,10.47613328,10.47613328,11.51239543,11.51239543,5.034115787,10.47613328,11.51239543,11.51239543,9.779513438,10.47613328,5.063935649,9.779513438,11.51239543,5.042479978,4.922849856,5.020748041,8.958311141
36,10.83440157,10.83440157,10.22754273,10.10567619,10.22754273,9.907058982,9.907058982,10.10567619,10.10567619,9.907058982,10.22754273,10.83440157,10.83440157,10.83440157,10.22754273,9.907058982,10.83440157,10.10567619,10.10567619,10.10567619,10.83440157,10.83440157,10.83440157,9.907058982,9.907058982,10.22754273,10.22754273,10.22754273,9.907058982,10.22754273,10.22754273,10.10567619,9.907058982,10.10567619,10.10567619,10.22754273,10.10567619,9.907058982,9.907058982,10.83440157
37,10.85520221,10.85520221,9.063430966,9.734854943,9.063430966,11.02678506,11.02678506,9.734854943,9.734854943,11.02678506,9.063430966,10.85520221,10.85520221,10.85520221,9.063430966,11.02678506,10.85520221,9.734854943,9.734854943,9.734854943,10.85520221,10.85520221,10.85520221,11.02678506,11.02678506,9.063430966,9.063430966,9.063430966,11.02678506,9.063430966,9.063430966,9.734854943,11.02678506,9.734854943,9.734854943,9.063430966,9.734854943,11.02678506,11.02678506,10.85520221
38,9.972653034,9.972653034,9.208686121,9.769822511,9.208686121,9.247311032,9.247311032,9.769822511,9.769822511,9.247311032,9.208686121,9.972653034,9.972653034,9.972653034,9.208686121,9.247311032,9.972653034,9.769822511,9.769822511,9.769822511,9.972653034,9.972653034,9.972653034,9.247311032,9.247311032,9.208686121,9.208686121,9.208686121,9.247311032,9.208686121,9.208686121,9.769822511,9.247311032,9.769822511,9.769822511,9.208686121,9.769822511,9.247311032,9.247311032,9.972653034
39,8.880100279,8.880100279,9.200486046,9.715226993,9.200486046,9.003219258,9.003219258,9.715226993,9.715226993,9.003219258,9.200486046,8.880100279,8.880100279,8.880100279,9.200486046,9.003219258,8.880100279,9.715226993,9.715226993,9.715226993,8.880100279,8.880100279,8.880100279,9.003219258,9.003219258,9.200486046,9.200486046,9.200486046,9.003219258,9.200486046,9.200486046,9.715226993,9.003219258,9.715226993,9.715226993,9.200486046,9.715226993,9.003219258,9.003219258,8.880100279
40,10.76905229,10.76905229,8.578891552,10.12385424,8.578891552,7.534101806,7.534101806,10.12385424,10.12385424,7.534101806,8.578891552,10.76905229,10.76905229,10.76905229,8.578891552,7.534101806,10.76905229,10.12385424,10.12385424,10.12385424,10.76905229,10.76905229,10.76905229,7.534101806,7.534101806,8.578891552,8.578891552,8.578891552,7.534101806,8.578891552,8.578891552,10.12385424,7.534101806,10.12385424,10.12385424,8.578891552,10.12385424,7.534101806,7.534101806,10.76905229
41,10.00168369,10.00168369,8.351505182,11.84386201,8.351505182,9.281533779,9.281533779,11.84386201,11.84386201,9.281533779,8.351505182,10.00168369,10.00168369,10.00168369,8.351505182,9.281533779,10.00168369,11.84386201,11.84386201,11.84386201,10.00168369,10.00168369,10.00168369,9.281533779,9.281533779,8.351505182,8.351505182,8.351505182,9.281533779,8.351505182,8.351505182,11.84386201,9.281533779,11.84386201,11.84386201,8.351505182,11.84386201,9.281533779,9.281533779,10.00168369
42,10.51147075,10.51147075,10.47049273,10.33220258,10.47049273,10.43528895,10.43528895,10.33220258,10.33220258,10.43528895,10.47049273,10.51147075,10.51147075,10.51147075,10.47049273,10.43528895,10.51147075,10.33220258,10.33220258,10.33220258,10.51147075,10.51147075,10.51147075,10.43528895,10.43528895,10.47049273,10.47049273,10.47049273,10.43528895,10.47049273,10.47049273,10.33220258,10.43528895,10.33220258,10.33220258,10.47049273,10.33220258,10.43528895,10.43528895,10.51147075
43,11.5384302,11.5384302,10.3314344,10.78773885,10.3314344,11.43040234,11.43040234,10.78773885,10.78773885,11.43040234,10.3314344,11.5384302,11.5384302,11.5384302,10.3314344,11.43040234,11.5384302,10.78773885,10.78773885,10.78773885,11.5384302,11.5384302,11.5384302,11.43040234,11.43040234,10.3314344,10.3314344,10.3314344,11.43040234,10.3314344,10.3314344,10.78773885,11.43040234,10.78773885,10.78773885,10.3314344,10.78773885,11.43040234,11.43040234,11.5384302
44,10.81882814,10.81882814,10.44428705,11.99721338,10.44428705,8.641920941,8.641920941,11.99721338,11.99721338,8.641920941,10.44428705,10.81882814,10.81882814,10.81882814,10.44428705,8.641920941,10.81882814,11.99721338,11.99721338,11.99721338,10.81882814,10.81882814,10.81882814,8.641920941,8.641920941,10.44428705,10.44428705,10.44428705,8.641920941,10.44428705,10.44428705,11.99721338,8.641920941,11.99721338,11.99721338,10.44428705,11.99721338,8.641920941,8.641920941,10.81882814
45,8.646165664,3.86351683,9.98895417,10.82158108,9.98895417,10.37738797,10.37738797,10.82158108,10.82158108,10.37738797,4.12913233,8.646165664,8.646165664,8.646165664,9.98895417,10.37738797,3.934759563,10.82158108,10.82158108,4.007359861,4.063023983,8.646165664,8.646165664,10.37738797,3.989096249,9.98895417,3.986386313,9.98895417,10.37738797,9.98895417,9.98895417,3.960936475,3.979614353,10.82158108,10.82158108,4.008302216,10.82158108,10.37738797,10.37738797,8.646165664
46,9.341989792,9.341989792,10.80062236,11.31241298,10.80062236,9.006301409,9.006301409,11.31241298,11.31241298,9.006301409,10.80062236,9.341989792,9.341989792,9.341989792,10.80062236,9.006301409,9.341989792,11.31241298,11.31241298,11.31241298,9.341989792,9.341989792,9.341989792,9.006301409,9.006301409,10.80062236,10.80062236,10.80062236,9.006301409,10.80062236,10.80062236,11.31241298,9.006301409,11.31241298,11.31241298,10.80062236,11.31241298,9.006301409,9.006301409,9.341989792
47,9.720927829,9.720927829,9.269490327,9.541634667,9.269490327,9.772315935,9.772315935,9.541634667,9.541634667,9.772315935,9.269490327,9.720927829,9.720927829,9.720927829,9.269490327,9.772315935,9.720927829,9.541634667,9.541634667,9.541634667,9.720927829,9.720927829,9.720927829,9.772315935,9.772315935,9.269490327,9.269490327,9.269490327,9.772315935,9.269490327,9.269490327,9.541634667,9.772315935,9.541634667,9.541634667,9.269490327,9.541634667,9.772315935,9.772315935,9.720927829
48,11.07401226,11.07401226,8.985885827,9.439524353,8.985885827,9.284757813,9.284757813,9.439524353,9.439524353,9.284757813,8.985885827,11.07401226,11.07401226,11.07401226,8.985885827,9.284757813,11.07401226,9.439524353,9.439524353,9.439524353,11.07401226,11.07401226,11.07401226,9.284757813,9.284757813,8.985885827,8.985885827,8.985885827,9.284757813,8.985885827,8.985885827,9.439524353,9.284757813,9.439524353,9.439524353,8.985885827,9.439524353,9.284757813,9.284757813,11.07401226
49,9.003161018,9.003161018,5.07680813,10.64437655,9.48324055,8.944982957,4.95683389,5.063425025,10.64437655,8.944982957,9.48324055,9.003161018,4.92169024,5.06687514,9.48324055,8.944982957,9.003161018,10.64437655,10.64437655,10.64437655,9.003161018,9.003161018,9.003161018,8.944982957,8.944982957,9.48324055,9.48324055,5.055810329,8.944982957,9.48324055,9.48324055,10.64437655,8.944982957,5.055724575,10.64437655,9.48324055,5.03543522,5.118374591,5.339037082,9.003161018
50,9.272616471,9.272616471,5.114038683,9.629339968,9.69453036,10.1747264,5.071484836,5.050026587,9.629339968,10.1747264,9.69453036,9.272616471,4.941794008,5.029255868,9.69453036,10.1747264,9.272616471,9.629339968,9.629339968,9.629339968,9.272616471,9.272616471,9.272616471,10.1747264,10.1747264,9.69453036,9.69453036,4.936467692,10.1747264,9.69453036,9.69453036,9.629339968,10.1747264,5.044246477,9.629339968,9.69453036,4.885222925,5.04413832,5.190220977,9.272616471
51,11.27657868,11.27657868,8.910854809,10.63656967,8.910854809,10.74090001,10.74090001,10.63656967,10.63656967,10.74090001,8.910854809,11.27657868,11.27657868,11.27657868,8.910854809,10.74090001,11.27657868,10.63656967,10.63656967,10.63656967,11.27657868,11.27657868,11.27657868,10.74090001,10.74090001,8.910854809,8.910854809,8.910854809,10.74090001,8.910854809,8.910854809,10.63656967,10.74090001,10.63656967,10.63656967,8.910854809,10.63656967,10.74090001,10.74090001,11.27657868
52,8.271695485,8.271695485,9.837073289,9.052525386,9.837073289,10.28642442,10.28642442,9.052525386,9.052525386,10.28642442,9.837073289,8.271695485,8.271695485,8.271695485,9.837073289,10.28642442,8.271695485,9.052525386,9.052525386,9.052525386,8.271695485,8.271695485,8.271695485,10.28642442,10.28642442,9.837073289,9.837073289,9.837073289,10.28642442,9.837073289,9.837073289,9.052525386,10.28642442,9.052525386,9.052525386,9.837073289,9.052525386,10.28642442,10.28642442,8.271695485
53,10.63612404,3.800846182,9.785495485,9.694037336,9.785495485,10.8657794,10.8657794,9.694037336,9.694037336,10.8657794,3.988031034,10.63612404,10.63612404,10.63612404,9.785495485,10.8657794,4.140468429,9.694037336,9.694037336,3.999236313,3.951046713,10.63612404,10.63612404,10.8657794,3.989068288,9.785495485,3.883806244,9.785495485,10.8657794,9.785495485,9.785495485,4.039836272,4.068182969,9.694037336,9.694037336,3.994828179,9.694037336,10.8657794,10.8657794,10.63612404
54,12.45806049,12.45806049,5.062896499,9.399740413,9.910024803,11.50390061,5.026380601,4.831145753,9.399740413,11.50390061,9.910024803,12.45806049,5.200557327,5.036837733,9.910024803,11.50390061,12.45806049,9.399740413,9.399740413,9.399740413,12.45806049,12.45806049,12.45806049,11.50390061,11.50390061,9.910024803,9.910024803,5.051009793,11.50390061,9.910024803,9.910024803,9.399740413,11.50390061,4.877759662,9.399740413,9.910024803,5.043872175,5.021447938,4.813633302,12.45806049
55,10.37114796,10.37114796,9.193517344,10.02098359,9.193517344,11.18118089,11.18118089,10.02098359,10.02098359,11.18118089,9.193517344,10.37114796,10.37114796,10.37114796,9.193517344,11.18118089,10.37114796,10.02098359,10.02098359,10.02098359,10.37114796,10.37114796,10.37114796,11.18118089,11.18118089,9.193517344,9.193517344,9.193517344,11.18118089,9.193517344,9.193517344,10.02098359,11.18118089,10.02098359,10.02098359,9.193517344,10.02098359,11.18118089,11.18118089,10.37114796
56,11.05432227,11.05432227,10.49030264,11.95529397,10.49030264,10.60537067,10.60537067,11.95529397,11.95529397,10.60537067,10.49030264,11.05432227,11.05432227,11.05432227,10.49030264,10.60537067,11.05432227,11.95529397,11.95529397,11.95529397,11.05432227,11.05432227,11.05432227,10.60537067,10.60537067,10.49030264,10.49030264,10.49030264,10.60537067,10.49030264,10.49030264,11.95529397,10.60537067,11.95529397,11.95529397,10.49030264,11.95529397,10.60537067,10.60537067,11.05432227
